order_id,user_id,order_ts,subtotal,discount,tax,shipping,total,status,coupon_code,utm_source,utm_campaign
4350,U000658,2025-10-08T03:14:28,469.13,37.23,38.7,11.39,481.99,placed,FREESHIP,google,google_campaign_6
4351,U004636,2025-10-08T11:18:02,573.55,42.0,47.32,7.13,586.0,placed,SAVE10,facebook,facebook_campaign_4
4352,U004654,2025-10-08T20:37:33,258.91,33.73,21.36,3.47,250.01,placed,FREESHIP,facebook,facebook_campaign_3
4353,U004993,2025-10-08T04:42:59,82.85,7.7,6.84,11.56,93.55,refunded,,tiktok,tiktok_campaign_1
4354,U002366,2025-10-08T06:34:44,75.1,0.51,6.2,8.64,89.43,refunded,WELCOME,email,email_campaign_5
4355,U001446,2025-10-08T11:47:41,475.98,31.77,39.27,6.09,489.57,fulfilled,SAVE10,affiliate,affiliate_campaign_2
4356,U003313,2025-10-08T17:41:43,656.09,81.37,54.13,0.02,628.87,fulfilled,,tiktok,tiktok_campaign_2
4357,U000297,2025-10-08T11:21:01,375.61,21.58,30.99,6.84,391.86,fulfilled,WELCOME,affiliate,affiliate_campaign_6
4358,U003158,2025-10-08T06:04:06,513.45,63.22,42.36,9.07,501.66,placed,,facebook,facebook_campaign_5
4359,U003268,2025-10-08T08:05:19,423.74,63.76,34.96,5.63,400.57,fulfilled,WELCOME,google,google_campaign_3
4360,U002712,2025-10-08T01:55:09,119.22,1.76,9.84,6.57,133.87,fulfilled,WELCOME,facebook,facebook_campaign_6
4361,U004833,2025-10-08T01:11:12,286.06,37.37,23.6,7.94,280.23,fulfilled,VIP,email,email_campaign_5
4362,U003660,2025-10-09T00:28:21,554.31,12.9,45.73,4.4,591.54,fulfilled,WELCOME,email,email_campaign_5
4363,U002739,2025-10-08T07:30:50,745.51,22.34,61.5,10.38,795.05,placed,,email,email_campaign_1
4364,U002837,2025-10-08T16:36:36,484.92,23.76,40.01,7.41,508.58,fulfilled,WELCOME,google,google_campaign_2
4365,U001915,2025-10-08T16:07:47,320.74,27.32,26.46,7.84,327.72,fulfilled,,tiktok,tiktok_campaign_5
4366,U004859,2025-10-08T23:58:56,301.41,6.75,24.87,8.56,328.09,placed,FREESHIP,tiktok,tiktok_campaign_5
4367,U004082,2025-10-08T12:33:49,259.78,17.52,21.43,2.53,266.22,fulfilled,SAVE10,tiktok,tiktok_campaign_1
4368,U000660,2025-10-08T05:47:06,557.58,46.72,46.0,1.01,557.87,refunded,VIP,tiktok,tiktok_campaign_5
4369,U004247,2025-10-08T03:58:44,397.62,62.18,32.8,4.33,372.57,fulfilled,VIP,facebook,facebook_campaign_3
4370,U001163,2025-10-08T08:53:33,517.77,0.45,42.72,8.49,568.53,placed,SAVE10,facebook,facebook_campaign_4
4371,U004248,2025-10-08T09:46:32,80.19,6.85,6.62,6.27,86.23,fulfilled,FREESHIP,email,email_campaign_1
4372,U000960,2025-10-08T16:23:56,64.93,1.21,5.36,9.66,78.74,placed,FREESHIP,facebook,facebook_campaign_2
4373,U001520,2025-10-08T22:18:57,933.78,10.61,77.04,11.5,1011.71,refunded,SAVE10,facebook,facebook_campaign_5
4374,U000082,2025-10-08T06:39:02,1002.41,155.22,82.7,11.59,941.48,fulfilled,VIP,email,email_campaign_2
4375,U002263,2025-10-08T15:18:55,44.62,6.67,3.68,3.11,44.74,fulfilled,WELCOME,google,google_campaign_6
4376,U001026,2025-10-08T20:19:34,274.12,22.01,22.61,3.15,277.87,placed,FREESHIP,email,email_campaign_3
4377,U001007,2025-10-08T11:36:34,503.09,31.15,41.5,3.52,516.96,fulfilled,FREESHIP,google,google_campaign_5
4378,U000696,2025-10-08T15:10:18,172.92,27.27,14.27,0.47,160.39,fulfilled,SAVE10,google,google_campaign_1
4379,U001933,2025-10-08T13:52:51,486.71,36.38,40.15,0.98,491.46,placed,FREESHIP,email,email_campaign_6
4380,U002928,2025-10-08T05:31:54,324.75,15.77,26.79,8.51,344.28,fulfilled,FREESHIP,google,google_campaign_4
4381,U004299,2025-10-09T00:29:32,296.05,7.27,24.42,9.27,322.47,fulfilled,SAVE10,facebook,facebook_campaign_1
4382,U001599,2025-10-08T05:21:56,51.74,7.17,4.27,8.06,56.9,placed,SAVE10,email,email_campaign_1
4383,U002543,2025-10-08T06:38:57,200.87,3.37,16.57,8.9,222.97,refunded,FREESHIP,google,google_campaign_6
4384,U002928,2025-10-08T20:14:01,57.15,0.76,4.71,4.09,65.19,fulfilled,FREESHIP,email,email_campaign_5
4385,U003275,2025-10-08T21:21:41,164.11,25.79,13.54,8.58,160.44,fulfilled,SAVE10,google,google_campaign_6
4386,U002812,2025-10-08T07:17:58,238.05,21.07,19.64,5.67,242.29,fulfilled,SAVE10,affiliate,affiliate_campaign_6
4387,U002313,2025-10-08T21:57:30,874.43,60.44,72.14,11.93,898.06,fulfilled,FREESHIP,affiliate,affiliate_campaign_4
4388,U001611,2025-10-08T04:10:22,430.46,74.68,35.51,1.93,393.22,fulfilled,SAVE10,google,google_campaign_6
4389,U004372,2025-10-08T19:57:59,463.9,34.41,38.27,1.45,469.21,fulfilled,WELCOME,tiktok,tiktok_campaign_3
4390,U004090,2025-10-08T01:19:57,630.96,60.87,52.05,8.84,630.98,fulfilled,WELCOME,tiktok,tiktok_campaign_5
4391,U004510,2025-10-08T19:34:41,153.81,25.87,12.69,8.84,149.47,fulfilled,VIP,email,email_campaign_2
4392,U003283,2025-10-08T18:38:45,273.43,37.47,22.56,4.64,263.16,fulfilled,WELCOME,google,google_campaign_3
4393,U001669,2025-10-08T10:52:43,241.16,42.84,19.9,7.56,225.78,fulfilled,,google,google_campaign_3
4394,U000688,2025-10-08T20:28:43,92.67,15.13,7.65,2.67,87.86,fulfilled,FREESHIP,email,email_campaign_2
4395,U003586,2025-10-08T13:45:38,178.39,5.89,14.72,4.3,191.52,fulfilled,,google,google_campaign_2
4396,U004595,2025-10-08T20:35:18,357.54,46.83,29.5,6.65,346.86,refunded,VIP,email,email_campaign_5
4397,U000789,2025-10-08T18:26:50,115.84,13.58,9.56,4.41,116.23,fulfilled,WELCOME,facebook,facebook_campaign_5
4398,U000658,2025-10-08T13:05:28,153.04,11.12,12.63,8.22,162.77,fulfilled,FREESHIP,email,email_campaign_2
4399,U002219,2025-10-08T11:21:59,315.51,24.36,26.03,9.84,327.02,fulfilled,SAVE10,email,email_campaign_1
4400,U000839,2025-10-08T02:53:34,48.54,5.22,4.0,8.97,56.29,fulfilled,SAVE10,facebook,facebook_campaign_5
4401,U000074,2025-10-08T15:01:48,359.83,59.65,29.69,5.68,335.55,fulfilled,VIP,affiliate,affiliate_campaign_2
4402,U000924,2025-10-08T11:58:25,787.15,5.06,64.94,6.25,853.28,placed,,affiliate,affiliate_campaign_3
4403,U001275,2025-10-08T09:31:46,34.92,1.45,2.88,0.8,37.15,placed,VIP,affiliate,affiliate_campaign_3
4404,U001109,2025-10-08T15:13:48,449.49,70.98,37.08,9.44,425.03,fulfilled,VIP,facebook,facebook_campaign_4
4405,U001548,2025-10-08T04:31:37,197.13,6.17,16.26,10.56,217.78,fulfilled,SAVE10,affiliate,affiliate_campaign_6
4406,U002494,2025-10-08T04:52:44,211.71,26.61,17.47,2.7,205.27,placed,WELCOME,facebook,facebook_campaign_3
4407,U001190,2025-10-08T21:52:25,679.85,88.2,56.09,8.18,655.92,fulfilled,WELCOME,affiliate,affiliate_campaign_3
4408,U000308,2025-10-08T03:53:43,114.12,11.39,9.41,11.05,123.19,refunded,FREESHIP,google,google_campaign_4
4409,U000076,2025-10-08T03:16:05,578.43,51.54,47.72,5.97,580.58,placed,VIP,affiliate,affiliate_campaign_6
4410,U000252,2025-10-08T17:30:10,116.6,8.06,9.62,1.48,119.64,fulfilled,VIP,google,google_campaign_6
4411,U004764,2025-10-08T04:34:30,438.28,29.89,36.16,1.19,445.74,placed,SAVE10,google,google_campaign_3
4412,U002135,2025-10-08T11:29:07,441.29,72.47,36.41,0.45,405.68,fulfilled,FREESHIP,google,google_campaign_6
4413,U004955,2025-10-08T04:52:18,284.11,16.92,23.44,3.37,294.0,placed,,email,email_campaign_3
4414,U002963,2025-10-08T10:59:00,291.18,7.1,24.02,0.93,309.03,fulfilled,FREESHIP,tiktok,tiktok_campaign_6
4415,U000479,2025-10-08T22:42:50,856.89,76.13,70.69,4.47,855.92,fulfilled,,tiktok,tiktok_campaign_1
4416,U001709,2025-10-08T02:00:06,231.58,17.8,19.11,6.54,239.43,fulfilled,SAVE10,facebook,facebook_campaign_2
4417,U001232,2025-10-08T17:58:59,661.2,68.56,54.55,3.6,650.79,fulfilled,VIP,email,email_campaign_6
4418,U000710,2025-10-08T11:32:40,409.95,31.99,33.82,5.56,417.34,fulfilled,FREESHIP,google,google_campaign_1
4419,U000686,2025-10-08T00:29:10,449.7,6.97,37.1,3.42,483.25,fulfilled,,google,google_campaign_1
4420,U001336,2025-10-08T12:36:50,663.45,31.76,54.73,2.57,688.99,placed,FREESHIP,email,email_campaign_6
4421,U002348,2025-10-08T04:19:06,1130.98,132.97,93.31,9.04,1100.36,fulfilled,FREESHIP,tiktok,tiktok_campaign_6
4422,U004930,2025-10-08T07:32:12,602.86,53.49,49.74,5.81,604.92,fulfilled,VIP,affiliate,affiliate_campaign_6
4423,U004134,2025-10-08T10:58:50,570.24,51.84,47.04,8.0,573.44,fulfilled,SAVE10,google,google_campaign_6
4424,U003138,2025-10-08T09:25:02,187.01,28.11,15.43,4.68,179.01,fulfilled,FREESHIP,affiliate,affiliate_campaign_1
4425,U003634,2025-10-08T06:23:46,443.25,60.7,36.57,2.5,421.62,fulfilled,WELCOME,google,google_campaign_2
4426,U000195,2025-10-08T11:58:51,588.75,1.62,48.57,11.54,647.24,fulfilled,FREESHIP,affiliate,affiliate_campaign_2
4427,U000302,2025-10-08T05:55:56,292.5,4.38,24.13,5.59,317.84,fulfilled,,tiktok,tiktok_campaign_1
4428,U004172,2025-10-08T17:52:42,385.45,68.03,31.8,10.88,360.1,fulfilled,WELCOME,affiliate,affiliate_campaign_4
4429,U003406,2025-10-08T16:07:15,572.96,68.44,47.27,7.35,559.14,fulfilled,,email,email_campaign_3
4430,U003002,2025-10-08T09:51:03,239.44,39.64,19.75,4.81,224.36,fulfilled,VIP,affiliate,affiliate_campaign_4
4431,U002156,2025-10-08T23:57:53,338.89,48.32,27.96,6.12,324.65,fulfilled,VIP,email,email_campaign_4
4432,U003724,2025-10-08T22:29:04,58.39,1.54,4.82,9.63,71.3,fulfilled,WELCOME,facebook,facebook_campaign_2
4433,U004837,2025-10-08T13:52:24,567.46,23.79,46.82,10.29,600.78,placed,VIP,facebook,facebook_campaign_4
4434,U002158,2025-10-08T04:03:06,173.13,26.44,14.28,6.14,167.11,fulfilled,VIP,google,google_campaign_2
4435,U002048,2025-10-08T02:04:02,95.96,9.13,7.92,3.26,98.01,fulfilled,SAVE10,facebook,facebook_campaign_3
4436,U002649,2025-10-08T04:13:34,650.84,53.43,53.69,3.57,654.67,fulfilled,,email,email_campaign_6
4437,U002385,2025-10-08T18:27:04,207.82,0.18,17.15,7.78,232.57,fulfilled,VIP,tiktok,tiktok_campaign_5
4438,U004798,2025-10-08T23:20:03,626.23,31.25,51.66,7.27,653.91,fulfilled,FREESHIP,facebook,facebook_campaign_4
4439,U003410,2025-10-08T17:33:47,847.13,33.67,69.89,9.38,892.73,fulfilled,VIP,tiktok,tiktok_campaign_1
4440,U003636,2025-10-08T17:49:10,632.31,79.49,52.17,7.28,612.27,fulfilled,FREESHIP,facebook,facebook_campaign_4
4441,U003442,2025-10-08T14:36:31,388.83,44.04,32.08,1.27,378.14,fulfilled,FREESHIP,google,google_campaign_6
4442,U000778,2025-10-08T01:08:31,482.43,6.76,39.8,7.42,522.89,fulfilled,,google,google_campaign_2
4443,U002647,2025-10-08T08:13:41,116.75,4.03,9.63,1.22,123.57,fulfilled,VIP,affiliate,affiliate_campaign_5
4444,U000846,2025-10-08T17:01:31,940.97,167.75,77.63,10.8,861.65,fulfilled,SAVE10,tiktok,tiktok_campaign_2
4445,U000567,2025-10-08T15:28:01,176.1,26.14,14.53,6.38,170.87,fulfilled,FREESHIP,tiktok,tiktok_campaign_5
4446,U000323,2025-10-08T13:27:21,634.24,99.19,52.32,1.2,588.57,fulfilled,SAVE10,affiliate,affiliate_campaign_3
4447,U003484,2025-10-07T06:31:30,194.19,29.99,16.02,3.48,183.7,fulfilled,,affiliate,affiliate_campaign_1
4448,U002694,2025-10-07T13:53:02,44.05,4.65,3.63,3.44,46.47,fulfilled,FREESHIP,facebook,facebook_campaign_5
4449,U004908,2025-10-07T01:17:11,211.65,3.67,17.46,4.49,229.93,fulfilled,FREESHIP,google,google_campaign_5
4450,U002680,2025-10-07T04:34:27,132.28,22.48,10.91,3.34,124.05,fulfilled,WELCOME,facebook,facebook_campaign_3
4451,U003707,2025-10-07T14:41:45,96.07,4.5,7.93,1.4,100.9,fulfilled,VIP,affiliate,affiliate_campaign_5
4452,U000848,2025-10-07T22:35:07,103.4,5.34,8.53,9.3,115.89,fulfilled,SAVE10,email,email_campaign_3
4453,U001641,2025-10-07T06:15:18,481.49,65.22,39.72,10.9,466.89,fulfilled,WELCOME,google,google_campaign_1
4454,U002247,2025-10-07T17:36:58,57.82,4.63,4.77,0.33,58.29,fulfilled,FREESHIP,affiliate,affiliate_campaign_4
4455,U003246,2025-10-07T05:17:29,612.35,13.29,50.52,5.84,655.42,fulfilled,VIP,affiliate,affiliate_campaign_4
4456,U004409,2025-10-07T15:21:33,619.48,66.41,51.11,0.28,604.46,fulfilled,,affiliate,affiliate_campaign_6
4457,U000962,2025-10-07T17:03:05,252.01,13.92,20.79,8.4,267.28,fulfilled,,tiktok,tiktok_campaign_6
4458,U001635,2025-10-08T00:07:59,100.91,3.01,8.33,0.3,106.53,fulfilled,VIP,google,google_campaign_3
4459,U001085,2025-10-07T10:44:52,908.2,15.95,74.93,5.52,972.7,fulfilled,VIP,google,google_campaign_4
4460,U000122,2025-10-07T09:57:05,293.12,35.05,24.18,1.96,284.21,fulfilled,SAVE10,tiktok,tiktok_campaign_1
4461,U003510,2025-10-07T08:59:31,305.76,33.41,25.23,9.75,307.33,fulfilled,VIP,google,google_campaign_4
4462,U004792,2025-10-07T23:10:23,128.1,17.4,10.57,2.51,123.78,fulfilled,,email,email_campaign_5
4463,U004636,2025-10-08T00:11:18,790.74,14.83,65.24,9.1,850.25,fulfilled,WELCOME,tiktok,tiktok_campaign_5
4464,U004146,2025-10-07T21:41:11,309.43,26.39,25.53,2.01,310.58,placed,FREESHIP,email,email_campaign_2
4465,U000498,2025-10-07T06:43:55,290.24,4.24,23.94,9.35,319.29,refunded,,email,email_campaign_5
4466,U000023,2025-10-07T05:58:28,302.5,30.08,24.96,8.09,305.47,fulfilled,WELCOME,affiliate,affiliate_campaign_6
4467,U003655,2025-10-07T06:12:17,268.68,35.51,22.17,9.65,264.99,refunded,WELCOME,affiliate,affiliate_campaign_1
4468,U002114,2025-10-07T15:12:23,23.86,1.17,1.97,1.63,26.29,fulfilled,,affiliate,affiliate_campaign_4
4469,U002256,2025-10-07T17:16:14,598.37,42.13,49.37,3.47,609.08,fulfilled,,tiktok,tiktok_campaign_2
4470,U004553,2025-10-07T21:33:53,644.07,5.27,53.14,8.35,700.29,fulfilled,WELCOME,affiliate,affiliate_campaign_6
4471,U003747,2025-10-07T15:31:36,175.86,28.19,14.51,1.33,163.51,fulfilled,VIP,email,email_campaign_5
4472,U003499,2025-10-07T08:02:34,459.33,52.81,37.89,5.21,449.62,fulfilled,,email,email_campaign_6
4473,U000471,2025-10-07T13:08:50,90.77,16.18,7.49,8.32,90.4,refunded,VIP,google,google_campaign_3
4474,U003216,2025-10-07T16:39:32,151.94,12.84,12.54,5.94,157.58,placed,VIP,facebook,facebook_campaign_1
4475,U003585,2025-10-07T07:00:12,253.44,6.49,20.91,11.07,278.93,fulfilled,WELCOME,tiktok,tiktok_campaign_3
4476,U000832,2025-10-07T07:23:38,165.93,0.97,13.69,0.05,178.7,placed,,tiktok,tiktok_campaign_4
4477,U001275,2025-10-07T09:35:30,80.73,7.37,6.66,5.57,85.59,fulfilled,WELCOME,email,email_campaign_1
4478,U004704,2025-10-07T05:33:47,348.21,31.83,28.73,8.08,353.19,fulfilled,,facebook,facebook_campaign_2
4479,U002754,2025-10-07T12:41:13,1084.39,79.07,89.46,3.21,1097.99,fulfilled,VIP,google,google_campaign_5
4480,U000792,2025-10-07T04:26:40,144.17,16.28,11.89,5.33,145.11,placed,VIP,tiktok,tiktok_campaign_4
4481,U000199,2025-10-07T01:53:08,525.7,37.17,43.37,9.11,541.01,refunded,,facebook,facebook_campaign_4
4482,U004585,2025-10-07T02:37:15,53.29,6.28,4.4,5.85,57.26,fulfilled,SAVE10,tiktok,tiktok_campaign_5
4483,U000846,2025-10-07T05:04:43,390.17,58.26,32.19,8.02,372.12,fulfilled,SAVE10,google,google_campaign_4
4484,U003789,2025-10-07T01:54:02,16.56,2.49,1.37,0.17,15.61,fulfilled,WELCOME,google,google_campaign_5
4485,U000486,2025-10-07T21:39:30,510.73,66.42,42.14,5.03,491.48,fulfilled,SAVE10,google,google_campaign_6
4486,U000846,2025-10-07T23:36:18,667.98,42.75,55.11,2.69,683.03,fulfilled,VIP,facebook,facebook_campaign_4
4487,U003361,2025-10-07T13:07:03,1440.98,175.1,118.88,8.99,1393.75,fulfilled,FREESHIP,affiliate,affiliate_campaign_6
4488,U004510,2025-10-07T00:54:48,451.46,31.97,37.25,2.61,459.35,fulfilled,FREESHIP,google,google_campaign_6
4489,U004670,2025-10-07T18:28:48,792.4,2.56,65.37,1.72,856.93,fulfilled,SAVE10,tiktok,tiktok_campaign_5
4490,U003197,2025-10-07T12:06:41,207.31,3.64,17.1,1.63,222.4,fulfilled,,tiktok,tiktok_campaign_5
4491,U004913,2025-10-07T07:58:02,75.5,12.87,6.23,9.64,78.5,fulfilled,FREESHIP,google,google_campaign_2
4492,U000390,2025-10-07T21:51:19,60.98,10.08,5.03,2.64,58.57,refunded,,tiktok,tiktok_campaign_3
4493,U001821,2025-10-07T04:27:07,338.77,15.21,27.95,2.69,354.2,fulfilled,SAVE10,email,email_campaign_4
4494,U002001,2025-10-07T22:02:55,299.75,2.59,24.73,4.98,326.87,placed,VIP,email,email_campaign_6
4495,U004682,2025-10-07T19:48:40,672.24,49.68,55.46,5.23,683.25,fulfilled,VIP,tiktok,tiktok_campaign_4
4496,U001793,2025-10-07T08:41:27,226.23,21.91,18.66,0.79,223.77,placed,WELCOME,facebook,facebook_campaign_1
4497,U001862,2025-10-07T22:47:13,660.81,117.8,54.52,11.33,608.86,placed,,google,google_campaign_6
4498,U002476,2025-10-07T08:54:10,465.02,72.47,38.36,12.0,442.91,refunded,VIP,google,google_campaign_1
4499,U001033,2025-10-07T14:47:37,366.3,9.74,30.22,11.84,398.62,fulfilled,,facebook,facebook_campaign_1
4500,U004585,2025-10-07T20:45:35,383.77,3.45,31.66,10.69,422.67,fulfilled,FREESHIP,facebook,facebook_campaign_2
4501,U003828,2025-10-07T20:15:38,152.53,23.06,12.58,5.69,147.74,placed,,email,email_campaign_1
4502,U003908,2025-10-07T09:20:11,130.84,12.4,10.79,6.94,136.17,refunded,SAVE10,tiktok,tiktok_campaign_2
4503,U000427,2025-10-07T17:20:13,413.02,25.28,34.07,2.8,424.61,placed,VIP,facebook,facebook_campaign_1
4504,U002832,2025-10-07T17:38:42,359.56,46.4,29.66,4.1,346.92,fulfilled,,tiktok,tiktok_campaign_3
4505,U001792,2025-10-07T08:29:15,154.9,23.21,12.78,10.51,154.98,fulfilled,FREESHIP,email,email_campaign_1
4506,U001395,2025-10-07T05:00:10,274.22,48.56,22.62,10.41,258.69,fulfilled,,tiktok,tiktok_campaign_1
4507,U004702,2025-10-07T19:24:46,289.04,25.97,23.85,5.13,292.05,fulfilled,VIP,tiktok,tiktok_campaign_1
4508,U003168,2025-10-07T18:38:32,363.46,23.72,29.99,6.77,376.5,fulfilled,,tiktok,tiktok_campaign_6
4509,U002217,2025-10-07T23:51:35,311.43,30.22,25.69,7.29,314.19,fulfilled,,tiktok,tiktok_campaign_1
4510,U004617,2025-10-07T02:34:28,599.67,97.73,49.47,2.1,553.51,placed,,tiktok,tiktok_campaign_3
4511,U001489,2025-10-07T08:03:18,728.28,58.65,60.08,1.69,731.4,fulfilled,SAVE10,tiktok,tiktok_campaign_1
4512,U001674,2025-10-07T17:47:47,246.36,28.05,20.32,8.4,247.03,fulfilled,SAVE10,facebook,facebook_campaign_6
4513,U000652,2025-10-07T07:33:07,303.36,39.76,25.03,4.82,293.45,fulfilled,,tiktok,tiktok_campaign_5
4514,U000572,2025-10-07T08:28:58,371.73,2.95,30.67,4.44,403.89,fulfilled,WELCOME,facebook,facebook_campaign_1
4515,U001910,2025-10-07T19:11:22,251.14,29.23,20.72,10.65,253.28,fulfilled,,affiliate,affiliate_campaign_1
4516,U002232,2025-10-07T15:26:11,172.92,13.76,14.27,2.62,176.05,placed,SAVE10,facebook,facebook_campaign_2
4517,U004235,2025-10-07T17:50:02,143.66,7.92,11.85,7.75,155.34,placed,WELCOME,tiktok,tiktok_campaign_4
4518,U000855,2025-10-07T12:42:01,192.43,13.05,15.88,9.91,205.17,fulfilled,WELCOME,affiliate,affiliate_campaign_3
4519,U003684,2025-10-07T10:51:30,470.58,72.27,38.82,11.43,448.56,fulfilled,VIP,affiliate,affiliate_campaign_5
4520,U002784,2025-10-07T04:23:37,423.14,20.39,34.91,0.98,438.64,fulfilled,VIP,tiktok,tiktok_campaign_2
4521,U002825,2025-10-07T21:12:18,1089.46,59.91,89.88,2.66,1122.09,fulfilled,WELCOME,affiliate,affiliate_campaign_6
4522,U003591,2025-10-07T09:15:45,347.41,51.7,28.66,11.87,336.24,fulfilled,FREESHIP,google,google_campaign_2
4523,U000005,2025-10-07T14:02:28,320.31,19.01,26.43,6.61,334.34,fulfilled,FREESHIP,affiliate,affiliate_campaign_1
4524,U001409,2025-10-07T12:28:41,147.54,14.3,12.17,2.37,147.78,fulfilled,WELCOME,tiktok,tiktok_campaign_1
4525,U002540,2025-10-07T06:25:49,725.06,30.01,59.82,4.34,759.21,fulfilled,WELCOME,google,google_campaign_3
4526,U000144,2025-10-07T23:21:30,91.47,5.24,7.55,8.75,102.53,fulfilled,FREESHIP,google,google_campaign_6
4527,U004206,2025-10-07T17:17:54,268.49,19.44,22.15,10.54,281.74,placed,FREESHIP,google,google_campaign_2
4528,U003602,2025-10-07T01:03:18,113.39,1.16,9.35,5.57,127.15,fulfilled,VIP,email,email_campaign_2
4529,U000473,2025-10-07T17:59:29,660.32,118.05,54.48,10.58,607.33,fulfilled,VIP,affiliate,affiliate_campaign_1
4530,U002123,2025-10-08T00:01:58,98.19,14.42,8.1,9.15,101.02,refunded,SAVE10,google,google_campaign_1
4531,U002569,2025-10-07T08:24:47,138.33,15.71,11.41,7.54,141.57,refunded,WELCOME,google,google_campaign_4
4532,U000929,2025-10-07T08:53:36,388.53,42.72,32.05,6.85,384.71,refunded,VIP,tiktok,tiktok_campaign_3
4533,U003447,2025-10-07T23:54:44,682.52,15.09,56.31,11.77,735.51,refunded,SAVE10,facebook,facebook_campaign_1
4534,U004985,2025-10-07T18:42:21,946.01,86.67,78.05,8.69,946.08,placed,SAVE10,affiliate,affiliate_campaign_2
4535,U003458,2025-10-07T18:05:02,548.2,36.83,45.23,6.98,563.58,fulfilled,,tiktok,tiktok_campaign_5
4536,U002788,2025-10-07T09:34:36,327.27,22.95,27.0,2.32,333.64,fulfilled,WELCOME,tiktok,tiktok_campaign_5
4537,U003099,2025-10-07T22:06:56,233.22,36.19,19.24,7.86,224.13,fulfilled,FREESHIP,facebook,facebook_campaign_1
4538,U002984,2025-10-07T07:12:21,578.9,25.16,47.76,6.95,608.45,fulfilled,WELCOME,facebook,facebook_campaign_3
4539,U004846,2025-10-07T12:15:04,609.18,27.44,50.26,4.39,636.39,fulfilled,WELCOME,email,email_campaign_4
4540,U004681,2025-10-07T19:59:48,356.82,6.25,29.44,7.95,387.96,fulfilled,VIP,tiktok,tiktok_campaign_4
4541,U004925,2025-10-07T07:47:02,359.08,51.46,29.62,0.76,338.0,placed,WELCOME,affiliate,affiliate_campaign_6
4542,U004387,2025-10-07T16:39:10,1014.85,87.16,83.73,8.16,1019.58,fulfilled,FREESHIP,facebook,facebook_campaign_5
4543,U003972,2025-10-07T12:02:48,19.86,1.09,1.64,1.37,21.78,fulfilled,VIP,google,google_campaign_1
4544,U001670,2025-10-08T00:03:20,105.07,0.34,8.67,4.78,118.18,placed,SAVE10,affiliate,affiliate_campaign_2
4545,U003961,2025-10-07T05:57:44,552.13,37.01,45.55,7.99,568.66,fulfilled,FREESHIP,tiktok,tiktok_campaign_2
4546,U003801,2025-10-07T23:14:14,24.96,1.37,2.06,6.76,32.41,placed,,email,email_campaign_4
4547,U002438,2025-10-07T08:33:25,687.36,28.5,56.71,2.64,718.21,placed,WELCOME,google,google_campaign_5
4548,U002319,2025-10-07T23:36:04,286.2,30.18,23.61,2.57,282.2,fulfilled,,affiliate,affiliate_campaign_5
4549,U003120,2025-10-07T03:01:28,265.03,14.66,21.86,9.9,282.13,fulfilled,VIP,tiktok,tiktok_campaign_5
4550,U004255,2025-10-07T03:17:54,560.32,2.86,46.23,7.7,611.39,fulfilled,FREESHIP,tiktok,tiktok_campaign_6
4551,U002009,2025-10-07T11:12:25,466.85,77.97,38.52,11.78,439.18,fulfilled,FREESHIP,facebook,facebook_campaign_6
4552,U002762,2025-10-07T02:06:35,631.14,18.72,52.07,4.04,668.53,fulfilled,FREESHIP,email,email_campaign_4
4553,U004789,2025-10-07T22:21:23,466.01,32.96,38.45,8.38,479.88,fulfilled,,google,google_campaign_5
4554,U002146,2025-10-07T20:57:57,788.79,56.82,65.08,1.12,798.17,fulfilled,SAVE10,tiktok,tiktok_campaign_3
4555,U002992,2025-10-07T15:44:30,320.25,2.41,26.42,2.98,347.24,fulfilled,WELCOME,google,google_campaign_2
4556,U000414,2025-10-07T10:14:20,167.11,28.0,13.79,0.46,153.36,fulfilled,SAVE10,google,google_campaign_5
4557,U004043,2025-10-07T18:07:28,299.91,48.7,24.74,3.18,279.13,fulfilled,WELCOME,tiktok,tiktok_campaign_1
4558,U002332,2025-10-07T14:21:46,53.83,1.91,4.44,7.63,63.99,placed,,google,google_campaign_1
4559,U003288,2025-10-07T21:56:48,641.22,5.27,52.9,5.27,694.12,fulfilled,WELCOME,facebook,facebook_campaign_5
4560,U000511,2025-10-07T20:28:10,422.38,35.69,34.85,7.01,428.55,fulfilled,FREESHIP,facebook,facebook_campaign_5
4561,U000112,2025-10-08T00:09:13,553.73,52.49,45.68,11.4,558.32,refunded,,facebook,facebook_campaign_6
4562,U001722,2025-10-07T07:58:57,249.92,27.05,20.62,7.74,251.23,placed,VIP,email,email_campaign_5
4563,U001202,2025-10-08T00:20:53,461.46,78.93,38.07,11.21,431.81,fulfilled,SAVE10,tiktok,tiktok_campaign_5
4564,U002292,2025-10-07T03:55:26,216.5,16.66,17.86,6.82,224.52,fulfilled,SAVE10,google,google_campaign_2
4565,U001823,2025-10-07T09:58:02,27.89,0.89,2.3,7.68,36.98,fulfilled,WELCOME,google,google_campaign_3
4566,U003952,2025-10-07T18:17:37,41.65,4.33,3.44,6.27,47.03,fulfilled,FREESHIP,email,email_campaign_5
4567,U003554,2025-10-08T00:08:53,163.82,2.45,13.52,10.47,185.36,placed,,affiliate,affiliate_campaign_5
4568,U000429,2025-10-07T03:42:34,146.38,13.62,12.08,8.37,153.21,refunded,WELCOME,affiliate,affiliate_campaign_5
4569,U001555,2025-10-07T02:10:43,500.12,61.76,41.26,2.96,482.58,fulfilled,FREESHIP,facebook,facebook_campaign_3
