order_item_id,order_id,sku,qty,unit_price,line_total
6887,2758,SKU00333,3,36.76,110.28
6888,2758,SKU00310,1,12.85,12.85
6889,2758,SKU00263,3,32.73,98.19
6890,2759,SKU00301,1,15.24,15.24
6891,2760,SKU00056,1,52.26,52.26
6892,2761,SKU00289,3,144.8,434.4
6893,2761,SKU00135,2,59.4,118.8
6894,2761,SKU00243,3,143.91,431.73
6895,2761,SKU00030,3,105.88,317.64
6896,2762,SKU00170,1,71.83,71.83
6897,2762,SKU00204,3,95.91,287.73
6898,2762,SKU00170,3,71.83,215.49
6899,2762,SKU00293,3,32.06,96.18
6900,2763,SKU00173,2,73.5,147.0
6901,2763,SKU00068,3,62.22,186.66
6902,2763,SKU00332,2,100.04,200.08
6903,2764,SKU00188,2,100.81,201.62
6904,2765,SKU00080,3,95.97,287.91
6905,2765,SKU00218,3,94.23,282.69
6906,2766,SKU00024,2,54.87,109.74
6907,2767,SKU00343,1,69.78,69.78
6908,2767,SKU00047,2,66.68,133.36
6909,2768,SKU00204,3,95.91,287.73
6910,2769,SKU00304,3,38.78,116.34
6911,2769,SKU00119,1,126.48,126.48
6912,2769,SKU00195,1,40.19,40.19
6913,2770,SKU00052,2,113.85,227.7
6914,2770,SKU00300,3,113.52,340.56
6915,2770,SKU00366,1,115.07,115.07
6916,2770,SKU00192,2,97.5,195.0
6917,2771,SKU00374,1,29.27,29.27
6918,2771,SKU00043,1,97.69,97.69
6919,2771,SKU00043,1,97.69,97.69
6920,2772,SKU00007,3,76.19,228.57
6921,2772,SKU00379,1,89.56,89.56
6922,2773,SKU00205,3,81.5,244.5
6923,2773,SKU00300,2,113.52,227.04
6924,2773,SKU00015,2,81.91,163.82
6925,2773,SKU00214,2,62.39,124.78
6926,2774,SKU00044,3,116.18,348.54
6927,2775,SKU00138,3,104.27,312.81
6928,2775,SKU00354,2,189.31,378.62
6929,2775,SKU00354,2,189.31,378.62
6930,2776,SKU00099,2,73.54,147.08
6931,2777,SKU00193,2,16.56,33.12
6932,2777,SKU00301,3,15.24,45.72
6933,2777,SKU00376,2,12.11,24.22
6934,2777,SKU00202,2,57.15,114.3
6935,2778,SKU00027,1,68.57,68.57
6936,2778,SKU00229,1,45.37,45.37
6937,2778,SKU00027,2,68.57,137.14
6938,2779,SKU00247,3,98.31,294.93
6939,2779,SKU00214,3,62.39,187.17
6940,2779,SKU00052,2,113.85,227.7
6941,2780,SKU00020,2,78.01,156.02
6942,2780,SKU00088,3,95.84,287.52
6943,2780,SKU00068,1,62.22,62.22
6944,2780,SKU00001,3,32.23,96.69
6945,2781,SKU00108,3,152.88,458.64
6946,2782,SKU00046,1,61.99,61.99
6947,2782,SKU00148,3,35.7,107.1
6948,2782,SKU00347,2,114.11,228.22
6949,2782,SKU00093,2,62.69,125.38
6950,2783,SKU00206,2,99.08,198.16
6951,2784,SKU00349,3,23.35,70.05
6952,2784,SKU00349,1,23.35,23.35
6953,2784,SKU00196,1,10.36,10.36
6954,2784,SKU00349,2,23.35,46.7
6955,2785,SKU00168,1,87.58,87.58
6956,2785,SKU00285,3,103.64,310.92
6957,2785,SKU00164,1,163.39,163.39
6958,2786,SKU00110,1,100.31,100.31
6959,2786,SKU00054,1,105.41,105.41
6960,2786,SKU00150,2,107.56,215.12
6961,2787,SKU00037,3,39.78,119.34
6962,2787,SKU00328,3,96.4,289.2
6963,2788,SKU00311,2,92.05,184.1
6964,2788,SKU00272,3,91.93,275.79
6965,2788,SKU00159,1,19.86,19.86
6966,2788,SKU00159,1,19.86,19.86
6967,2789,SKU00245,1,83.07,83.07
6968,2790,SKU00098,2,51.91,103.82
6969,2791,SKU00057,3,82.99,248.97
6970,2792,SKU00295,1,45.03,45.03
6971,2792,SKU00315,2,41.37,82.74
6972,2792,SKU00317,3,98.07,294.21
6973,2792,SKU00374,3,29.27,87.81
6974,2793,SKU00196,1,10.36,10.36
6975,2794,SKU00007,2,76.19,152.38
6976,2794,SKU00007,2,76.19,152.38
6977,2795,SKU00327,1,52.17,52.17
6978,2795,SKU00372,2,104.06,208.12
6979,2795,SKU00083,2,47.71,95.42
6980,2795,SKU00341,3,59.46,178.38
6981,2796,SKU00137,1,53.23,53.23
6982,2796,SKU00336,1,27.57,27.57
6983,2796,SKU00161,2,14.81,29.62
6984,2797,SKU00001,3,32.23,96.69
6985,2797,SKU00363,3,94.03,282.09
6986,2798,SKU00272,1,91.93,91.93
6987,2798,SKU00089,2,101.05,202.1
6988,2798,SKU00228,1,94.88,94.88
6989,2799,SKU00014,1,94.59,94.59
6990,2799,SKU00272,1,91.93,91.93
6991,2799,SKU00228,3,94.88,284.64
6992,2800,SKU00179,1,136.9,136.9
6993,2801,SKU00131,2,66.56,133.12
6994,2802,SKU00030,1,105.88,105.88
6995,2802,SKU00178,3,142.55,427.65
6996,2802,SKU00090,2,120.18,240.36
6997,2802,SKU00238,1,53.2,53.2
6998,2803,SKU00312,2,78.56,157.12
6999,2804,SKU00057,1,82.99,82.99
7000,2804,SKU00243,3,143.91,431.73
7001,2804,SKU00199,3,156.8,470.4
7002,2805,SKU00078,3,62.93,188.79
7003,2806,SKU00154,1,37.34,37.34
7004,2806,SKU00356,3,54.33,162.99
7005,2806,SKU00232,1,51.27,51.27
7006,2807,SKU00134,1,95.96,95.96
7007,2807,SKU00360,2,120.16,240.32
7008,2807,SKU00067,1,75.14,75.14
7009,2807,SKU00316,3,146.56,439.68
7010,2808,SKU00134,2,95.96,191.92
7011,2808,SKU00245,3,83.07,249.21
7012,2808,SKU00067,1,75.14,75.14
7013,2809,SKU00051,2,103.38,206.76
7014,2809,SKU00164,1,163.39,163.39
7015,2810,SKU00123,2,76.91,153.82
7016,2810,SKU00259,1,84.26,84.26
7017,2811,SKU00318,1,120.43,120.43
7018,2811,SKU00063,1,41.64,41.64
7019,2812,SKU00045,2,28.1,56.2
7020,2812,SKU00045,2,28.1,56.2
7021,2812,SKU00127,2,87.48,174.96
7022,2812,SKU00124,1,37.55,37.55
7023,2813,SKU00128,3,50.86,152.58
7024,2813,SKU00206,2,99.08,198.16
7025,2813,SKU00359,2,117.54,235.08
7026,2813,SKU00235,2,58.39,116.78
7027,2814,SKU00163,1,36.74,36.74
7028,2814,SKU00246,2,84.03,168.06
7029,2814,SKU00153,2,53.29,106.58
7030,2815,SKU00300,2,113.52,227.04
7031,2815,SKU00274,3,51.7,155.1
7032,2816,SKU00254,3,155.65,466.95
7033,2817,SKU00033,2,105.02,210.04
7034,2818,SKU00337,2,90.59,181.18
7035,2818,SKU00061,2,36.54,73.08
7036,2818,SKU00053,2,31.6,63.2
7037,2819,SKU00100,2,87.54,175.08
7038,2819,SKU00154,1,37.34,37.34
7039,2820,SKU00238,3,53.2,159.6
7040,2820,SKU00178,1,142.55,142.55
7041,2820,SKU00229,2,45.37,90.74
7042,2820,SKU00379,2,89.56,179.12
7043,2821,SKU00359,2,117.54,235.08
7044,2821,SKU00016,1,115.26,115.26
7045,2822,SKU00260,1,46.11,46.11
7046,2822,SKU00319,1,27.89,27.89
7047,2822,SKU00375,3,24.27,72.81
7048,2823,SKU00029,3,105.91,317.73
7049,2823,SKU00365,3,62.7,188.1
7050,2824,SKU00270,1,54.71,54.71
7051,2825,SKU00375,1,24.27,24.27
7052,2825,SKU00321,1,24.73,24.73
7053,2825,SKU00126,3,55.93,167.79
7054,2825,SKU00126,1,55.93,55.93
7055,2826,SKU00055,1,54.72,54.72
7056,2827,SKU00063,2,41.64,83.28
7057,2827,SKU00168,1,87.58,87.58
7058,2828,SKU00046,1,61.99,61.99
7059,2829,SKU00299,2,108.85,217.7
7060,2830,SKU00101,1,55.34,55.34
7061,2830,SKU00310,2,12.85,25.7
7062,2830,SKU00230,1,55.64,55.64
7063,2830,SKU00310,3,12.85,38.55
7064,2831,SKU00313,1,24.96,24.96
7065,2832,SKU00327,2,52.17,104.34
7066,2832,SKU00262,2,98.01,196.02
7067,2832,SKU00237,2,119.27,238.54
7068,2832,SKU00177,1,70.57,70.57
7069,2833,SKU00255,2,43.72,87.44
7070,2833,SKU00340,1,30.81,30.81
7071,2834,SKU00053,2,31.6,63.2
7072,2834,SKU00064,1,114.67,114.67
7073,2834,SKU00242,1,69.4,69.4
7074,2835,SKU00192,1,97.5,97.5
7075,2835,SKU00052,1,113.85,113.85
7076,2835,SKU00052,2,113.85,227.7
7077,2836,SKU00280,2,85.18,170.36
7078,2836,SKU00094,1,19.39,19.39
7079,2836,SKU00094,2,19.39,38.78
7080,2836,SKU00001,1,32.23,32.23
7081,2837,SKU00131,3,66.56,199.68
7082,2838,SKU00196,3,10.36,31.08
7083,2839,SKU00376,2,12.11,24.22
7084,2839,SKU00202,2,57.15,114.3
7085,2839,SKU00202,2,57.15,114.3
7086,2840,SKU00196,3,10.36,31.08
7087,2841,SKU00175,2,75.8,151.6
7088,2841,SKU00269,3,79.4,238.2
7089,2841,SKU00139,2,50.46,100.92
7090,2841,SKU00216,2,75.34,150.68
7091,2842,SKU00343,2,69.78,139.56
7092,2842,SKU00045,3,28.1,84.3
7093,2843,SKU00010,1,143.15,143.15
7094,2843,SKU00012,2,159.7,319.4
7095,2843,SKU00318,1,120.43,120.43
7096,2844,SKU00094,2,19.39,38.78
7097,2845,SKU00247,3,98.31,294.93
7098,2845,SKU00052,2,113.85,227.7
7099,2846,SKU00079,1,82.2,82.2
7100,2846,SKU00220,2,91.17,182.34
7101,2847,SKU00089,2,101.05,202.1
7102,2847,SKU00084,3,78.16,234.48
7103,2848,SKU00082,3,44.99,134.97
7104,2848,SKU00186,1,57.47,57.47
7105,2848,SKU00311,2,92.05,184.1
7106,2848,SKU00330,2,57.06,114.12
7107,2849,SKU00021,3,25.23,75.69
7108,2849,SKU00072,2,26.73,53.46
7109,2849,SKU00158,2,98.75,197.5
7110,2850,SKU00351,1,124.85,124.85
7111,2850,SKU00267,2,139.63,279.26
7112,2851,SKU00243,3,143.91,431.73
7113,2851,SKU00199,3,156.8,470.4
7114,2851,SKU00197,2,100.93,201.86
7115,2852,SKU00229,1,45.37,45.37
7116,2852,SKU00229,3,45.37,136.11
7117,2853,SKU00054,3,105.41,316.23
7118,2853,SKU00150,3,107.56,322.68
7119,2853,SKU00362,1,134.39,134.39
7120,2853,SKU00110,3,100.31,300.93
7121,2854,SKU00274,2,51.7,103.4
7122,2854,SKU00174,1,110.18,110.18
7123,2854,SKU00225,3,54.19,162.57
7124,2854,SKU00074,2,61.03,122.06
7125,2855,SKU00261,2,82.69,165.38
7126,2856,SKU00203,2,108.0,216.0
7127,2856,SKU00098,3,51.91,155.73
7128,2856,SKU00019,3,58.7,176.1
7129,2857,SKU00062,2,37.66,75.32
7130,2857,SKU00259,3,84.26,252.78
7131,2857,SKU00047,3,66.68,200.04
7132,2858,SKU00185,2,84.48,168.96
7133,2858,SKU00033,3,105.02,315.06
7134,2858,SKU00306,1,108.25,108.25
7135,2858,SKU00157,3,136.19,408.57
7136,2859,SKU00201,1,107.09,107.09
7137,2859,SKU00265,3,101.89,305.67
7138,2860,SKU00230,1,55.64,55.64
7139,2860,SKU00230,1,55.64,55.64
7140,2860,SKU00230,3,55.64,166.92
7141,2860,SKU00101,1,55.34,55.34
7142,2861,SKU00241,2,78.97,157.94
7143,2861,SKU00180,2,79.45,158.9
7144,2861,SKU00326,3,115.21,345.63
7145,2862,SKU00002,1,49.45,49.45
7146,2862,SKU00357,2,117.16,234.32
7147,2863,SKU00043,1,97.69,97.69
7148,2863,SKU00026,1,41.43,41.43
7149,2863,SKU00181,3,93.11,279.33
7150,2863,SKU00191,3,112.76,338.28
7151,2864,SKU00277,3,116.02,348.06
7152,2864,SKU00099,1,73.54,73.54
7153,2864,SKU00277,3,116.02,348.06
7154,2864,SKU00277,2,116.02,232.04
7155,2865,SKU00196,2,10.36,20.72
7156,2865,SKU00309,2,8.04,16.08
7157,2866,SKU00214,1,62.39,62.39
7158,2866,SKU00225,1,54.19,54.19
7159,2866,SKU00300,1,113.52,113.52
7160,2867,SKU00216,3,75.34,226.02
7161,2867,SKU00139,2,50.46,100.92
7162,2867,SKU00139,3,50.46,151.38
7163,2868,SKU00042,2,77.44,154.88
7164,2869,SKU00362,2,134.39,268.78
7165,2869,SKU00364,1,36.88,36.88
7166,2870,SKU00048,3,89.15,267.45
7167,2870,SKU00036,1,61.36,61.36
7168,2871,SKU00362,2,134.39,268.78
7169,2871,SKU00152,3,118.67,356.01
7170,2872,SKU00176,3,123.09,369.27
7171,2872,SKU00370,2,60.88,121.76
7172,2873,SKU00001,2,32.23,64.46
7173,2873,SKU00019,2,58.7,117.4
7174,2873,SKU00206,3,99.08,297.24
7175,2873,SKU00339,1,44.62,44.62
7176,2874,SKU00264,3,32.04,96.12
7177,2874,SKU00316,2,146.56,293.12
7178,2875,SKU00293,1,32.06,32.06
7179,2875,SKU00147,2,70.02,140.04
7180,2875,SKU00204,1,95.91,95.91
7181,2875,SKU00293,2,32.06,64.12
7182,2876,SKU00090,1,120.18,120.18
7183,2876,SKU00199,2,156.8,313.6
7184,2877,SKU00197,1,100.93,100.93
7185,2877,SKU00243,1,143.91,143.91
7186,2877,SKU00308,2,129.09,258.18
7187,2877,SKU00135,2,59.4,118.8
7188,2878,SKU00062,1,37.66,37.66
7189,2878,SKU00124,3,37.55,112.65
7190,2879,SKU00279,3,78.19,234.57
7191,2879,SKU00278,1,33.99,33.99
7192,2879,SKU00278,1,33.99,33.99
7193,2879,SKU00123,3,76.91,230.73
7194,2880,SKU00198,1,119.52,119.52
7195,2881,SKU00213,1,83.2,83.2
7196,2881,SKU00371,1,119.22,119.22
7197,2881,SKU00295,2,45.03,90.06
7198,2881,SKU00286,1,63.1,63.1
7199,2882,SKU00011,2,94.2,188.4
7200,2882,SKU00257,3,81.02,243.06
7201,2883,SKU00321,2,24.73,49.46
7202,2884,SKU00023,1,69.51,69.51
7203,2885,SKU00101,2,55.34,110.68
7204,2885,SKU00310,1,12.85,12.85
7205,2885,SKU00101,1,55.34,55.34
7206,2886,SKU00115,2,55.31,110.62
7207,2887,SKU00139,2,50.46,100.92
7208,2887,SKU00266,1,42.7,42.7
7209,2887,SKU00328,2,96.4,192.8
7210,2887,SKU00269,2,79.4,158.8
7211,2888,SKU00107,1,63.02,63.02
7212,2889,SKU00167,2,112.91,225.82
7213,2889,SKU00158,2,98.75,197.5
7214,2890,SKU00123,3,76.91,230.73
7215,2890,SKU00149,2,73.19,146.38
7216,2890,SKU00149,3,73.19,219.57
7217,2890,SKU00062,1,37.66,37.66
7218,2891,SKU00047,2,66.68,133.36
7219,2891,SKU00127,1,87.48,87.48
7220,2892,SKU00261,2,82.69,165.38
7221,2892,SKU00197,2,100.93,201.86
7222,2892,SKU00065,1,44.05,44.05
7223,2893,SKU00040,2,53.83,107.66
7224,2893,SKU00040,2,53.83,107.66
7225,2894,SKU00255,3,43.72,131.16
7226,2894,SKU00003,2,111.54,223.08
7227,2894,SKU00058,3,22.7,68.1
7228,2895,SKU00019,1,58.7,58.7
7229,2895,SKU00298,2,101.97,203.94
7230,2895,SKU00344,1,105.17,105.17
7231,2895,SKU00203,1,108.0,108.0
7232,2896,SKU00256,3,48.87,146.61
7233,2896,SKU00211,3,64.03,192.09
7234,2896,SKU00112,3,65.24,195.72
7235,2897,SKU00030,3,105.88,317.64
7236,2897,SKU00032,2,57.71,115.42
7237,2898,SKU00307,2,77.74,155.48
7238,2898,SKU00189,2,35.7,71.4
7239,2898,SKU00307,1,77.74,77.74
7240,2899,SKU00349,2,23.35,46.7
7241,2899,SKU00196,1,10.36,10.36
7242,2899,SKU00309,2,8.04,16.08
7243,2900,SKU00036,2,61.36,122.72
7244,2901,SKU00170,3,71.83,215.49
7245,2901,SKU00352,3,40.34,121.02
7246,2901,SKU00250,2,88.95,177.9
7247,2902,SKU00225,2,54.19,108.38
7248,2903,SKU00346,3,24.57,73.71
7249,2903,SKU00255,2,43.72,87.44
7250,2903,SKU00041,3,114.91,344.73
7251,2904,SKU00021,2,25.23,50.46
7252,2905,SKU00301,2,15.24,30.48
7253,2905,SKU00331,2,20.91,41.82
7254,2906,SKU00366,3,115.07,345.21
7255,2906,SKU00052,1,113.85,113.85
7256,2907,SKU00179,2,136.9,273.8
7257,2907,SKU00274,1,51.7,51.7
7258,2907,SKU00275,2,133.96,267.92
7259,2908,SKU00197,3,100.93,302.79
7260,2909,SKU00294,3,23.02,69.06
7261,2909,SKU00114,1,58.3,58.3
7262,2909,SKU00114,2,58.3,116.6
7263,2909,SKU00338,1,12.97,12.97
7264,2910,SKU00315,3,41.37,124.11
7265,2911,SKU00326,2,115.21,230.42
7266,2911,SKU00029,2,105.91,211.82
7267,2911,SKU00237,2,119.27,238.54
7268,2911,SKU00029,1,105.91,105.91
7269,2912,SKU00040,1,53.83,53.83
7270,2912,SKU00161,2,14.81,29.62
7271,2912,SKU00336,2,27.57,55.14
7272,2912,SKU00161,3,14.81,44.43
7273,2913,SKU00312,2,78.56,157.12
7274,2913,SKU00190,2,99.97,199.94
7275,2914,SKU00303,3,106.44,319.32
7276,2915,SKU00051,2,103.38,206.76
7277,2916,SKU00211,1,64.03,64.03
7278,2916,SKU00251,3,65.41,196.23
7279,2916,SKU00246,1,84.03,84.03
7280,2917,SKU00372,1,104.06,104.06
7281,2917,SKU00372,1,104.06,104.06
7282,2917,SKU00180,1,79.45,79.45
7283,2917,SKU00244,3,87.23,261.69
7284,2918,SKU00189,1,35.7,35.7
7285,2918,SKU00307,3,77.74,233.22
7286,2919,SKU00377,2,42.4,84.8
7287,2919,SKU00183,2,122.14,244.28
7288,2919,SKU00074,2,61.03,122.06
7289,2919,SKU00291,3,94.13,282.39
7290,2920,SKU00005,2,58.64,117.28
7291,2920,SKU00005,2,58.64,117.28
7292,2921,SKU00185,2,84.48,168.96
7293,2921,SKU00306,1,108.25,108.25
7294,2921,SKU00265,3,101.89,305.67
7295,2922,SKU00210,1,64.52,64.52
7296,2923,SKU00070,2,37.07,74.14
7297,2923,SKU00307,2,77.74,155.48
7298,2923,SKU00070,3,37.07,111.21
7299,2923,SKU00070,1,37.07,37.07
7300,2924,SKU00047,1,66.68,66.68
7301,2924,SKU00042,3,77.44,232.32
7302,2924,SKU00149,3,73.19,219.57
7303,2925,SKU00033,1,105.02,105.02
7304,2926,SKU00344,3,105.17,315.51
7305,2926,SKU00068,2,62.22,124.44
7306,2926,SKU00258,1,19.21,19.21
7307,2927,SKU00184,2,86.46,172.92
7308,2928,SKU00325,1,49.55,49.55
7309,2928,SKU00224,3,112.7,338.1
7310,2929,SKU00301,2,15.24,30.48
7311,2929,SKU00338,2,12.97,25.94
7312,2929,SKU00338,2,12.97,25.94
7313,2930,SKU00319,3,27.89,83.67
7314,2930,SKU00131,1,66.56,66.56
7315,2930,SKU00182,2,64.76,129.52
7316,2931,SKU00241,2,78.97,157.94
7317,2932,SKU00058,3,22.7,68.1
7318,2932,SKU00340,1,30.81,30.81
7319,2933,SKU00011,2,94.2,188.4
7320,2933,SKU00145,1,64.93,64.93
7321,2933,SKU00241,3,78.97,236.91
7322,2934,SKU00140,2,47.44,94.88
7323,2934,SKU00109,2,122.69,245.38
7324,2934,SKU00209,3,78.04,234.12
7325,2934,SKU00050,2,101.39,202.78
7326,2935,SKU00338,3,12.97,38.91
7327,2935,SKU00202,1,57.15,57.15
7328,2936,SKU00349,3,23.35,70.05
7329,2936,SKU00196,2,10.36,20.72
7330,2936,SKU00309,3,8.04,24.12
7331,2937,SKU00036,3,61.36,184.08
7332,2937,SKU00036,3,61.36,184.08
7333,2937,SKU00317,3,98.07,294.21
7334,2937,SKU00287,1,98.46,98.46
7335,2938,SKU00354,3,189.31,567.93
7336,2939,SKU00281,2,150.05,300.1
7337,2939,SKU00234,3,87.91,263.73
7338,2940,SKU00099,2,73.54,147.08
7339,2940,SKU00221,2,189.28,378.56
7340,2941,SKU00171,1,29.31,29.31
7341,2942,SKU00173,1,73.5,73.5
7342,2942,SKU00095,3,69.9,209.7
7343,2942,SKU00332,1,100.04,100.04
7344,2942,SKU00064,3,114.67,344.01
7345,2943,SKU00352,1,40.34,40.34
7346,2943,SKU00171,3,29.31,87.93
7347,2943,SKU00147,2,70.02,140.04
7348,2944,SKU00311,2,92.05,184.1
7349,2944,SKU00320,2,57.46,114.92
7350,2945,SKU00065,2,44.05,88.1
7351,2945,SKU00243,2,143.91,287.82
7352,2945,SKU00261,1,82.69,82.69
7353,2946,SKU00338,1,12.97,12.97
7354,2946,SKU00338,1,12.97,12.97
7355,2946,SKU00202,2,57.15,114.3
7356,2947,SKU00372,2,104.06,208.12
7357,2947,SKU00171,2,29.31,58.62
7358,2947,SKU00341,2,59.46,118.92
7359,2948,SKU00243,1,143.91,143.91
7360,2948,SKU00090,3,120.18,360.54
7361,2948,SKU00090,1,120.18,120.18
7362,2949,SKU00030,1,105.88,105.88
7363,2949,SKU00090,2,120.18,240.36
7364,2949,SKU00197,2,100.93,201.86
7365,2949,SKU00090,1,120.18,120.18
7366,2950,SKU00119,3,126.48,379.44
7367,2950,SKU00195,2,40.19,80.38
7368,2951,SKU00034,2,64.38,128.76
7369,2951,SKU00136,3,137.83,413.49
7370,2952,SKU00076,2,68.51,137.02
7371,2952,SKU00057,3,82.99,248.97
7372,2952,SKU00379,3,89.56,268.68
7373,2953,SKU00196,2,10.36,20.72
7374,2953,SKU00309,1,8.04,8.04
7375,2953,SKU00196,1,10.36,10.36
7376,2954,SKU00116,1,119.05,119.05
7377,2955,SKU00303,2,106.44,212.88
7378,2955,SKU00021,2,25.23,50.46
7379,2955,SKU00146,3,26.02,78.06
7380,2956,SKU00035,1,112.45,112.45
7381,2956,SKU00261,2,82.69,165.38
7382,2956,SKU00057,1,82.99,82.99
7383,2956,SKU00030,2,105.88,211.76
7384,2957,SKU00196,3,10.36,31.08
7385,2957,SKU00208,1,24.56,24.56
7386,2957,SKU00208,3,24.56,73.68
7387,2958,SKU00270,2,54.71,109.42
7388,2958,SKU00091,1,116.96,116.96
7389,2959,SKU00026,2,41.43,82.86
7390,2960,SKU00212,3,19.93,59.79
7391,2960,SKU00167,3,112.91,338.73
7392,2960,SKU00347,2,114.11,228.22
7393,2960,SKU00312,2,78.56,157.12
7394,2961,SKU00035,2,112.45,224.9
7395,2962,SKU00162,1,48.76,48.76
7396,2962,SKU00018,1,53.27,53.27
7397,2963,SKU00109,2,122.69,245.38
7398,2963,SKU00225,3,54.19,162.57
7399,2963,SKU00183,1,122.14,122.14
7400,2964,SKU00295,2,45.03,90.06
7401,2964,SKU00286,1,63.1,63.1
7402,2964,SKU00048,2,89.15,178.3
7403,2965,SKU00258,2,19.21,38.42
7404,2965,SKU00235,2,58.39,116.78
7405,2966,SKU00114,2,58.3,116.6
7406,2967,SKU00320,3,57.46,172.38
7407,2967,SKU00224,1,112.7,112.7
7408,2968,SKU00278,1,33.99,33.99
7409,2968,SKU00132,3,72.12,216.36
7410,2969,SKU00032,3,57.71,173.13
7411,2970,SKU00029,3,105.91,317.73
7412,2970,SKU00365,1,62.7,62.7
7413,2970,SKU00171,2,29.31,58.62
7414,2971,SKU00118,3,57.92,173.76
7415,2972,SKU00227,3,66.85,200.55
7416,2972,SKU00307,3,77.74,233.22
7417,2972,SKU00189,2,35.7,71.4
7418,2972,SKU00307,2,77.74,155.48
7419,2973,SKU00219,2,126.32,252.64
7420,2974,SKU00371,2,119.22,238.44
7421,2974,SKU00295,2,45.03,90.06
7422,2974,SKU00106,2,31.32,62.64
7423,2974,SKU00314,3,113.27,339.81
7424,2975,SKU00082,2,44.99,89.98
7425,2975,SKU00373,3,55.84,167.52
7426,2976,SKU00167,2,112.91,225.82
7427,2977,SKU00111,1,76.14,76.14
7428,2977,SKU00307,3,77.74,233.22
7429,2977,SKU00111,2,76.14,152.28
7430,2977,SKU00189,3,35.7,107.1
7431,2978,SKU00278,2,33.99,67.98
7432,2978,SKU00062,1,37.66,37.66
7433,2978,SKU00259,2,84.26,168.52
7434,2979,SKU00207,2,38.17,76.34
7435,2979,SKU00119,1,126.48,126.48
7436,2979,SKU00286,1,63.1,63.1
7437,2980,SKU00297,1,97.64,97.64
7438,2980,SKU00352,3,40.34,121.02
7439,2981,SKU00013,1,92.31,92.31
7440,2981,SKU00255,2,43.72,87.44
7441,2981,SKU00069,3,76.86,230.58
7442,2982,SKU00167,2,112.91,225.82
7443,2982,SKU00190,1,99.97,99.97
7444,2983,SKU00245,1,83.07,83.07
7445,2983,SKU00219,2,126.32,252.64
7446,2984,SKU00128,1,50.86,50.86
7447,2984,SKU00235,1,58.39,58.39
7448,2984,SKU00094,3,19.39,58.17
7449,2985,SKU00047,2,66.68,133.36
7450,2985,SKU00047,1,66.68,66.68
7451,2985,SKU00259,2,84.26,168.52
7452,2986,SKU00185,2,84.48,168.96
7453,2986,SKU00157,3,136.19,408.57
7454,2987,SKU00278,2,33.99,67.98
7455,2987,SKU00047,3,66.68,200.04
7456,2988,SKU00066,2,103.49,206.98
7457,2988,SKU00157,2,136.19,272.38
7458,2988,SKU00160,1,31.11,31.11
7459,2988,SKU00066,1,103.49,103.49
7460,2989,SKU00240,3,25.8,77.4
7461,2989,SKU00118,1,57.92,57.92
7462,2989,SKU00207,3,38.17,114.51
7463,2990,SKU00319,2,27.89,55.78
7464,2990,SKU00260,3,46.11,138.33
7465,2991,SKU00278,2,33.99,67.98
7466,2992,SKU00111,1,76.14,76.14
7467,2992,SKU00307,3,77.74,233.22
7468,2992,SKU00189,1,35.7,35.7
7469,2993,SKU00062,2,37.66,75.32
7470,2994,SKU00341,2,59.46,118.92
7471,2994,SKU00329,2,91.72,183.44
7472,2995,SKU00053,2,31.6,63.2
7473,2995,SKU00019,2,58.7,117.4
7474,2995,SKU00020,3,78.01,234.03
7475,2996,SKU00306,2,108.25,216.5
7476,2997,SKU00367,1,50.51,50.51
7477,2997,SKU00204,1,95.91,95.91
7478,2997,SKU00171,3,29.31,87.93
7479,2998,SKU00192,1,97.5,97.5
7480,2998,SKU00275,3,133.96,401.88
7481,2998,SKU00109,2,122.69,245.38
7482,2999,SKU00209,2,78.04,156.08
7483,3000,SKU00203,1,108.0,108.0
7484,3000,SKU00098,1,51.91,51.91
7485,3000,SKU00332,3,100.04,300.12
7486,3001,SKU00174,2,110.18,220.36
7487,3001,SKU00144,3,72.66,217.98
7488,3001,SKU00174,3,110.18,330.54
7489,3001,SKU00324,2,108.14,216.28
7490,3002,SKU00204,1,95.91,95.91
7491,3002,SKU00079,3,82.2,246.6
7492,3003,SKU00327,1,52.17,52.17
7493,3003,SKU00297,1,97.64,97.64
7494,3003,SKU00017,2,23.91,47.82
7495,3003,SKU00262,3,98.01,294.03
7496,3004,SKU00218,2,94.23,188.46
7497,3004,SKU00014,2,94.59,189.18
7498,3004,SKU00082,2,44.99,89.98
7499,3005,SKU00164,2,163.39,326.78
7500,3005,SKU00164,3,163.39,490.17
7501,3005,SKU00268,2,131.67,263.34
7502,3006,SKU00335,1,151.21,151.21
7503,3007,SKU00264,3,32.04,96.12
7504,3007,SKU00067,3,75.14,225.42
7505,3008,SKU00045,1,28.1,28.1
7506,3008,SKU00124,1,37.55,37.55
7507,3008,SKU00062,2,37.66,75.32
7508,3008,SKU00124,1,37.55,37.55
7509,3009,SKU00093,3,62.69,188.07
7510,3009,SKU00212,2,19.93,39.86
7511,3009,SKU00072,2,26.73,53.46
7512,3009,SKU00021,2,25.23,50.46
7513,3010,SKU00373,3,55.84,167.52
7514,3010,SKU00089,3,101.05,303.15
7515,3011,SKU00175,3,75.8,227.4
7516,3011,SKU00139,1,50.46,50.46
7517,3011,SKU00216,2,75.34,150.68
7518,3012,SKU00353,1,33.82,33.82
7519,3012,SKU00353,3,33.82,101.46
7520,3012,SKU00340,2,30.81,61.62
7521,3012,SKU00081,1,138.82,138.82
