return_id,order_id,sku,qty,reason,processed_ts,amount_refunded
R680220021,7665,SKU00280,1,size,2025-10-05T03:00:29,72.05
R789328461,7734,SKU00066,1,changed_mind,2025-09-30T01:31:26,22.71
R325513896,7738,SKU00120,1,changed_mind,2025-10-01T02:19:44,18.81
R337807868,7764,SKU00203,1,defect,2025-10-04T18:22:11,119.48
R747253611,7789,SKU00009,1,size,2025-10-09T11:30:20,103.36
R927608501,7793,SKU00254,1,size,2025-10-05T11:10:10,85.27
R715574151,7831,SKU00075,1,changed_mind,2025-10-06T18:00:34,11.0
R728734223,7836,SKU00293,1,defect,2025-09-29T21:42:32,86.81
R337914243,7844,SKU00307,1,changed_mind,2025-10-09T12:09:08,85.62
R31765182,7847,SKU00189,1,size,2025-10-09T20:54:54,29.2
R886371450,7858,SKU00218,1,changed_mind,2025-10-11T16:45:31,41.96
R703434543,7887,SKU00279,1,defect,2025-10-06T09:19:33,94.69
R752032952,7891,SKU00092,1,size,2025-09-30T01:28:18,16.19
R799166288,7905,SKU00100,1,changed_mind,2025-09-30T22:32:49,83.84
R81379888,7954,SKU00162,1,size,2025-10-06T03:33:57,85.76
R537577564,8025,SKU00283,1,size,2025-10-02T02:00:12,20.88
R292014887,8054,SKU00049,1,defect,2025-10-11T02:20:00,28.01
R228117362,8073,SKU00351,1,defect,2025-10-11T02:26:28,55.21
R613313038,8095,SKU00137,1,defect,2025-10-02T10:23:58,44.55
R891375154,8153,SKU00322,1,defect,2025-10-11T20:26:58,91.32
R51617194,8164,SKU00350,1,changed_mind,2025-09-28T06:20:27,33.93
R661176043,8252,SKU00379,1,changed_mind,2025-10-10T04:36:03,30.2
R376161022,8268,SKU00119,1,size,2025-10-08T22:36:59,87.87
R929527983,8278,SKU00124,1,changed_mind,2025-09-29T08:08:55,71.57
R685190653,8291,SKU00046,1,changed_mind,2025-10-01T02:29:53,109.51
R392227076,8306,SKU00223,1,changed_mind,2025-10-05T14:55:35,14.45
R536213885,8311,SKU00326,1,changed_mind,2025-10-11T01:03:58,75.05
R608088588,8325,SKU00380,1,defect,2025-10-10T08:11:37,104.97
R420315076,8333,SKU00007,1,changed_mind,2025-10-08T16:57:12,18.82
R613692687,8340,SKU00282,1,changed_mind,2025-09-30T11:19:36,96.18
R902706062,8353,SKU00029,1,size,2025-10-02T22:31:26,72.6
R685716034,8370,SKU00367,1,size,2025-10-05T19:25:49,93.75
R493314272,8388,SKU00002,1,changed_mind,2025-09-27T20:30:16,36.79
R743119891,8414,SKU00257,1,size,2025-10-01T01:21:48,71.5
R864185355,8420,SKU00121,1,size,2025-09-28T10:37:24,39.41
R508697930,8442,SKU00021,1,defect,2025-10-04T03:50:16,13.83
R876431585,8449,SKU00372,1,size,2025-10-05T09:05:38,55.34
R632225248,8473,SKU00379,1,defect,2025-10-01T14:56:55,61.33
R685330556,8532,SKU00168,1,size,2025-10-08T23:30:23,95.2
R697358640,8545,SKU00051,1,changed_mind,2025-10-07T23:12:23,31.29
R104375580,8572,SKU00061,1,defect,2025-09-28T23:32:39,61.71
R145300668,8585,SKU00014,1,changed_mind,2025-10-08T09:13:32,111.97
R47447421,8605,SKU00227,1,size,2025-09-29T07:41:53,103.7
R490492216,8629,SKU00344,1,changed_mind,2025-10-06T11:46:11,21.56
R903309753,8651,SKU00191,1,defect,2025-10-07T11:56:20,113.05
R849364356,8687,SKU00331,1,size,2025-10-05T22:10:41,20.16
R574637729,8730,SKU00080,1,size,2025-10-08T01:21:03,83.86
R324993597,8752,SKU00130,1,changed_mind,2025-09-28T02:23:39,60.94
R606745071,8779,SKU00245,1,defect,2025-09-29T19:33:19,108.35
R114452810,8784,SKU00105,1,defect,2025-10-02T14:40:53,35.02
R531344188,8793,SKU00181,1,defect,2025-10-07T12:05:45,111.17
R25592940,8807,SKU00247,1,defect,2025-09-30T18:31:49,84.21
R514556037,8830,SKU00102,1,changed_mind,2025-10-05T18:00:24,26.57
R312207134,8840,SKU00265,1,defect,2025-10-09T19:57:08,94.37
R486572484,8896,SKU00333,1,defect,2025-10-07T11:53:12,105.72
R640871480,8909,SKU00371,1,size,2025-10-09T04:00:43,49.53
R587264572,8965,SKU00261,1,defect,2025-09-27T23:09:44,63.25
R138411999,8983,SKU00072,1,changed_mind,2025-10-06T17:46:30,32.19
R144934348,8987,SKU00343,1,changed_mind,2025-09-29T00:31:17,112.2
R826228504,8992,SKU00294,1,defect,2025-10-09T10:30:25,102.24
R633840215,9011,SKU00225,1,size,2025-10-03T02:34:11,46.5
R624924651,9023,SKU00271,1,defect,2025-10-01T11:37:49,21.29
R976299369,9036,SKU00297,1,defect,2025-09-28T03:03:01,37.5
R7455130,9043,SKU00229,1,changed_mind,2025-09-26T19:19:27,71.73
R107556376,9053,SKU00076,1,defect,2025-10-01T11:17:47,59.32
R929135690,9064,SKU00048,1,changed_mind,2025-10-01T09:50:57,103.85
R881626629,9081,SKU00334,1,size,2025-10-06T07:09:28,16.54
R961571781,9138,SKU00278,1,size,2025-10-01T00:50:13,32.84
R852511856,9142,SKU00316,1,size,2025-09-26T03:36:00,22.82
R875693637,9150,SKU00001,1,changed_mind,2025-10-02T06:05:49,119.44
R135054621,9160,SKU00269,1,size,2025-10-01T16:41:00,53.52
R255533044,9165,SKU00090,1,defect,2025-10-04T08:01:52,72.42
R899973705,9176,SKU00162,1,size,2025-10-05T18:04:51,45.79
R314017334,9186,SKU00339,1,size,2025-10-05T16:44:50,109.02
R510155850,9191,SKU00083,1,changed_mind,2025-10-01T17:55:25,54.45
R78955191,9205,SKU00273,1,defect,2025-10-02T21:48:23,11.5
R150582238,9232,SKU00119,1,size,2025-10-08T00:05:12,105.6
R77960450,9261,SKU00030,1,changed_mind,2025-09-29T04:33:55,115.93
R426048525,9286,SKU00182,1,size,2025-10-02T11:11:25,100.73
R224970537,9305,SKU00063,1,size,2025-09-27T22:57:54,42.14
R891175495,9321,SKU00367,1,defect,2025-09-29T22:35:39,47.69
R970859200,9324,SKU00313,1,changed_mind,2025-10-06T17:40:04,15.38
R793837175,9334,SKU00324,1,changed_mind,2025-10-01T04:11:39,67.28
R18748053,9337,SKU00099,1,defect,2025-10-08T07:46:19,57.83
R996208275,9368,SKU00277,1,changed_mind,2025-09-29T09:08:56,33.98
R68298674,9405,SKU00304,1,defect,2025-10-05T00:48:44,86.77
R857527131,9428,SKU00007,1,defect,2025-09-30T23:55:26,72.5
R409334441,9444,SKU00186,1,defect,2025-10-01T06:44:14,112.68
R107509065,9458,SKU00198,1,size,2025-09-25T15:47:16,96.18
R533997235,9477,SKU00125,1,size,2025-10-04T22:16:01,14.69
R456395000,9484,SKU00338,1,changed_mind,2025-10-04T15:16:44,26.62
R144248133,9528,SKU00289,1,size,2025-10-04T09:35:19,39.31
R424000260,9547,SKU00040,1,defect,2025-09-26T20:04:44,13.34
R411456351,9561,SKU00352,1,size,2025-09-27T20:19:40,105.96
R478532059,9568,SKU00190,1,defect,2025-10-05T23:11:09,66.88
R982982334,9610,SKU00015,1,changed_mind,2025-10-04T03:15:07,78.0
R417509547,9629,SKU00223,1,changed_mind,2025-10-01T13:19:09,84.97
R296061614,9655,SKU00170,1,defect,2025-09-26T19:43:05,73.99
R57690745,9728,SKU00095,1,changed_mind,2025-10-06T13:42:47,66.09
R861285646,9739,SKU00202,1,defect,2025-10-06T07:35:00,65.29
R343754877,9744,SKU00356,1,defect,2025-09-26T04:46:59,110.33
R889871438,9758,SKU00317,1,changed_mind,2025-10-06T09:25:39,103.29
R651267057,9763,SKU00280,1,defect,2025-09-27T04:11:37,79.06
R976454414,9772,SKU00371,1,size,2025-09-29T16:49:39,27.88
R961816526,9787,SKU00213,1,defect,2025-10-05T15:51:08,41.63
R422239969,9799,SKU00289,1,size,2025-09-29T02:14:27,117.45
R268502851,9810,SKU00067,1,size,2025-09-30T09:30:22,42.17
R778214094,9848,SKU00331,1,defect,2025-10-02T09:27:19,70.02
R952072193,9855,SKU00222,1,size,2025-09-27T17:34:50,71.67
R910528116,9856,SKU00074,1,changed_mind,2025-10-05T12:15:59,75.16
R752779263,9880,SKU00081,1,size,2025-10-07T15:11:22,110.77
R353240632,9899,SKU00139,1,defect,2025-09-26T07:14:09,20.99
R91122491,9903,SKU00329,1,size,2025-10-06T22:48:56,101.05
R283236540,9906,SKU00202,1,defect,2025-10-02T06:33:49,100.36
R838740629,9921,SKU00048,1,size,2025-10-06T13:08:27,15.5
R889628686,9938,SKU00250,1,defect,2025-09-30T02:14:46,116.22
R963472202,9940,SKU00049,1,size,2025-10-01T23:00:31,54.18
R873560377,10015,SKU00339,1,defect,2025-09-28T14:55:41,22.04
R160935759,10031,SKU00113,1,size,2025-09-29T07:14:56,36.29
R967278710,10044,SKU00023,1,changed_mind,2025-09-28T07:36:06,48.48
R468747053,10059,SKU00335,1,size,2025-10-05T03:56:36,60.41
R630942303,10085,SKU00270,1,changed_mind,2025-10-04T14:40:38,115.49
R373913257,10098,SKU00301,1,size,2025-09-27T02:13:16,77.24
R306593086,10129,SKU00111,1,size,2025-10-05T23:26:11,39.23
R108042636,10152,SKU00281,1,size,2025-09-28T18:25:20,56.99
R694223061,10185,SKU00348,1,size,2025-09-28T06:00:40,94.11
R390605605,10191,SKU00139,1,changed_mind,2025-09-30T02:29:10,28.15
R504493691,10202,SKU00357,1,defect,2025-09-24T11:07:41,75.59
R442391578,10243,SKU00275,1,defect,2025-09-24T23:19:27,69.29
R215902731,10309,SKU00069,1,defect,2025-09-30T01:17:23,84.64
R794572321,10313,SKU00208,1,size,2025-09-23T06:19:09,12.09
R521231178,10341,SKU00245,1,changed_mind,2025-09-29T00:26:20,60.6
R248710379,10347,SKU00066,1,defect,2025-09-25T19:21:45,83.56
R501013437,10369,SKU00297,1,changed_mind,2025-09-29T04:19:05,23.5
R236702184,10415,SKU00109,1,defect,2025-09-30T03:20:56,107.11
R184790669,10453,SKU00135,1,changed_mind,2025-09-25T07:49:55,119.81
R122960149,10459,SKU00070,1,changed_mind,2025-10-01T16:46:55,67.01
R338104684,10461,SKU00106,1,size,2025-10-04T14:50:54,94.06
R966413927,10469,SKU00255,1,defect,2025-10-03T09:52:09,17.66
R707661748,10472,SKU00114,1,size,2025-10-05T08:51:51,81.86
R799159354,10481,SKU00141,1,changed_mind,2025-09-29T06:30:15,62.38
R229361483,10484,SKU00008,1,changed_mind,2025-10-02T06:40:43,60.91
R368040234,10494,SKU00358,1,defect,2025-10-04T07:07:38,102.95
R440142497,10503,SKU00102,1,changed_mind,2025-09-24T20:39:04,58.81
R518021601,10504,SKU00156,1,changed_mind,2025-09-23T07:18:03,109.32
R674315226,10522,SKU00171,1,size,2025-09-28T14:51:40,81.93
R207205258,10531,SKU00268,1,changed_mind,2025-09-25T20:16:15,56.06
R298714338,10539,SKU00303,1,changed_mind,2025-10-01T08:31:35,37.53
R61186092,10547,SKU00236,1,size,2025-09-27T23:27:38,22.94
R37231423,10559,SKU00251,1,defect,2025-10-04T02:31:35,72.72
R691644294,10584,SKU00049,1,defect,2025-10-04T22:20:49,50.85
R301667944,10618,SKU00121,1,defect,2025-09-26T01:30:46,32.39
R522803076,10625,SKU00170,1,defect,2025-10-03T05:12:28,67.96
R28375632,10644,SKU00289,1,size,2025-10-01T23:06:25,51.6
R15916791,10684,SKU00202,1,size,2025-09-22T08:47:45,106.28
R820605344,10687,SKU00248,1,size,2025-09-30T02:12:19,37.22
R749019665,10711,SKU00259,1,changed_mind,2025-10-04T07:37:18,13.27
R836159954,10725,SKU00162,1,size,2025-09-30T21:08:26,67.72
R71384801,10761,SKU00021,1,changed_mind,2025-09-23T13:41:01,28.7
R110492485,10776,SKU00024,1,size,2025-09-22T05:26:49,67.95
R176372575,10794,SKU00095,1,changed_mind,2025-09-21T17:33:21,51.54
R716346621,10809,SKU00309,1,size,2025-10-03T21:00:10,36.89
R190791875,10822,SKU00213,1,size,2025-10-02T01:30:06,103.31
R548194006,10841,SKU00129,1,size,2025-10-01T16:19:56,118.61
R922145465,10895,SKU00008,1,defect,2025-10-01T04:23:38,78.62
R933362392,10936,SKU00314,1,defect,2025-09-26T00:49:24,63.25
R92751837,10952,SKU00139,1,changed_mind,2025-09-22T23:25:25,29.09
R820485577,10954,SKU00149,1,changed_mind,2025-10-02T13:33:49,119.76
R238957735,10982,SKU00367,1,defect,2025-09-22T04:57:22,27.65
R70628931,11000,SKU00016,1,size,2025-09-30T02:20:41,31.49
R666440215,11011,SKU00114,1,size,2025-09-26T14:38:44,29.2
R321972477,11020,SKU00061,1,defect,2025-09-27T09:48:15,59.18
R947676322,11025,SKU00306,1,size,2025-09-21T21:56:49,19.09
R216967450,11075,SKU00264,1,defect,2025-09-21T22:17:02,116.19
R870253779,11083,SKU00309,1,size,2025-10-01T21:48:28,87.21
R213646387,11087,SKU00038,1,defect,2025-09-21T04:30:49,77.21
R786516008,11146,SKU00265,1,size,2025-10-02T22:05:55,67.04
R644618196,11187,SKU00023,1,size,2025-09-22T17:57:19,26.35
R855605220,11261,SKU00056,1,size,2025-09-25T17:30:19,35.83
R743073399,11262,SKU00021,1,changed_mind,2025-10-02T00:17:09,34.6
R242073718,11265,SKU00139,1,changed_mind,2025-09-30T21:29:51,82.62
R228338303,11311,SKU00268,1,defect,2025-09-29T01:37:55,17.97
R543653869,11322,SKU00343,1,size,2025-10-02T01:53:24,101.17
R803018564,11329,SKU00329,1,defect,2025-09-28T00:07:26,99.96
R65309256,11337,SKU00366,1,changed_mind,2025-10-02T21:32:30,106.52
R642305576,11346,SKU00012,1,defect,2025-09-24T18:04:32,116.49
R759239675,11404,SKU00169,1,size,2025-09-29T23:53:47,98.17
R794055534,11409,SKU00158,1,changed_mind,2025-09-23T07:50:58,26.85
R483754564,11413,SKU00184,1,defect,2025-09-30T03:09:59,97.92
R749128331,11417,SKU00030,1,defect,2025-10-01T06:22:08,46.1
R836099553,11430,SKU00093,1,size,2025-09-28T09:41:52,70.26
R630998778,11454,SKU00327,1,changed_mind,2025-09-26T21:41:02,27.62
R923968391,11480,SKU00219,1,size,2025-10-03T01:57:21,90.91
R7429513,11504,SKU00127,1,size,2025-10-03T11:36:45,74.58
R469676342,11510,SKU00312,1,changed_mind,2025-10-02T02:43:15,16.25
R779717663,11536,SKU00030,1,changed_mind,2025-09-25T05:37:50,95.2
R532796962,11540,SKU00047,1,changed_mind,2025-10-01T04:08:58,59.88
R5448647,11579,SKU00196,1,changed_mind,2025-10-01T10:15:00,10.65
R328182487,11580,SKU00343,1,defect,2025-09-22T14:19:36,24.59
R212068978,11604,SKU00235,1,size,2025-09-24T03:36:45,84.77
R493170136,11605,SKU00184,1,changed_mind,2025-09-27T05:42:34,55.03
R68134811,11608,SKU00024,1,defect,2025-09-23T04:34:37,102.33
R714360437,11616,SKU00165,1,defect,2025-09-24T05:16:23,75.92
R446773789,11704,SKU00145,1,size,2025-09-20T16:52:05,67.38
R520929086,11719,SKU00041,1,changed_mind,2025-09-30T05:21:23,101.9
R603124920,11749,SKU00019,1,size,2025-09-22T08:37:20,112.4
R577110468,11761,SKU00308,1,defect,2025-10-02T22:09:04,47.47
R757762977,11779,SKU00157,1,defect,2025-09-27T00:16:37,105.32
R253926856,11799,SKU00076,1,defect,2025-09-28T03:55:01,119.34
R402772033,11802,SKU00318,1,size,2025-09-30T05:19:52,81.85
R365885422,11811,SKU00126,1,changed_mind,2025-09-19T17:56:50,68.66
R645991498,11835,SKU00277,1,changed_mind,2025-09-27T13:18:00,79.04
R387633858,11860,SKU00305,1,defect,2025-09-25T18:52:48,81.07
R98518139,11890,SKU00208,1,changed_mind,2025-09-28T21:21:55,52.46
R967607757,11919,SKU00137,1,defect,2025-09-30T01:11:41,61.73
R477623713,11924,SKU00020,1,changed_mind,2025-09-27T11:30:54,94.54
R295040818,11969,SKU00206,1,changed_mind,2025-09-21T04:59:26,55.83
R49219270,11986,SKU00262,1,size,2025-10-01T23:59:34,88.89
R619802270,11994,SKU00322,1,defect,2025-09-22T16:02:32,115.08
R821450466,12009,SKU00298,1,changed_mind,2025-09-22T04:38:51,13.65
R454551806,12021,SKU00161,1,changed_mind,2025-09-22T08:21:54,116.59
R486023996,12026,SKU00070,1,size,2025-09-22T22:08:05,96.53
R960678859,12031,SKU00228,1,defect,2025-09-27T12:38:57,38.3
R9484931,12058,SKU00239,1,defect,2025-09-28T09:58:32,38.98
R957427548,12062,SKU00206,1,changed_mind,2025-09-27T23:52:31,11.04
R151832266,12066,SKU00078,1,defect,2025-09-27T14:35:12,34.18
R66359480,12073,SKU00238,1,defect,2025-09-30T14:50:19,81.12
R856619479,12075,SKU00379,1,changed_mind,2025-09-19T05:44:28,87.29
R610582533,12085,SKU00362,1,defect,2025-09-25T20:17:06,52.47
R374248945,12087,SKU00196,1,changed_mind,2025-09-27T05:49:31,14.84
R814843545,12116,SKU00252,1,changed_mind,2025-09-26T00:39:00,111.96
R885289828,12130,SKU00224,1,changed_mind,2025-09-24T07:24:23,84.36
R649489642,12137,SKU00089,1,changed_mind,2025-09-23T03:40:33,12.9
R613850016,12142,SKU00189,1,size,2025-09-28T00:54:13,69.08
R98533848,12154,SKU00292,1,changed_mind,2025-09-26T19:16:46,76.46
R168904550,12167,SKU00077,1,changed_mind,2025-09-24T19:53:15,97.93
R678491278,12176,SKU00142,1,size,2025-09-25T13:01:03,82.09
R231603675,12188,SKU00021,1,changed_mind,2025-10-01T18:48:11,106.4
R259555512,12219,SKU00267,1,changed_mind,2025-09-21T22:53:15,105.36
R270076729,12229,SKU00248,1,defect,2025-09-27T10:23:04,62.71
R293443547,12283,SKU00088,1,size,2025-09-27T13:10:42,57.18
R319416106,12291,SKU00150,1,changed_mind,2025-09-29T00:23:54,81.97
R790860085,12313,SKU00152,1,size,2025-09-28T22:25:56,107.86
R611013254,12315,SKU00028,1,changed_mind,2025-09-21T16:44:41,16.85
R865399044,12334,SKU00202,1,size,2025-09-18T07:49:36,106.97
R137972608,12337,SKU00367,1,defect,2025-09-20T10:27:52,32.52
R499612158,12356,SKU00328,1,defect,2025-09-21T01:36:02,52.83
R803204485,12357,SKU00312,1,defect,2025-09-30T15:30:50,80.24
R630713440,12359,SKU00114,1,size,2025-09-21T03:41:17,112.09
R353778201,12370,SKU00327,1,defect,2025-09-26T13:15:51,67.05
R162985178,12379,SKU00356,1,defect,2025-09-30T22:57:49,112.7
R956989723,12396,SKU00134,1,size,2025-09-30T20:15:12,29.89
R25046450,12403,SKU00136,1,changed_mind,2025-09-18T22:44:15,115.19
R35602869,12407,SKU00145,1,defect,2025-09-30T13:42:24,47.5
R157774103,12412,SKU00217,1,changed_mind,2025-09-19T16:58:04,72.44
R174541606,12457,SKU00191,1,defect,2025-09-20T12:55:06,83.0
R606773314,12458,SKU00190,1,defect,2025-09-21T08:38:41,54.46
R701739444,12460,SKU00046,1,size,2025-09-26T09:37:04,29.46
R933869237,12469,SKU00307,1,changed_mind,2025-09-19T06:17:59,20.72
R211016895,12472,SKU00307,1,changed_mind,2025-09-24T22:06:48,61.36
R659765582,12502,SKU00344,1,defect,2025-09-21T04:50:21,62.15
R330229864,12505,SKU00115,1,changed_mind,2025-09-19T21:33:02,118.13
R396516162,12506,SKU00229,1,size,2025-09-29T02:00:25,34.57
R524327394,12553,SKU00307,1,size,2025-09-19T00:48:04,36.57
R888429962,12560,SKU00019,1,changed_mind,2025-09-18T04:08:38,96.13
R268487339,12566,SKU00331,1,defect,2025-09-28T21:28:02,48.82
R649908479,12579,SKU00188,1,size,2025-09-24T10:27:37,74.39
R825909271,12585,SKU00016,1,defect,2025-09-21T04:25:29,117.33
R301692207,12624,SKU00099,1,size,2025-09-22T00:52:15,40.31
R321270415,12659,SKU00349,1,defect,2025-09-17T20:32:39,22.04
R938133742,12674,SKU00379,1,changed_mind,2025-09-17T02:27:51,107.32
R221574229,12713,SKU00258,1,changed_mind,2025-09-22T06:41:18,40.0
R857173566,12733,SKU00143,1,size,2025-09-20T12:58:31,58.34
R334918582,12750,SKU00202,1,defect,2025-09-27T16:34:32,13.62
R849640664,12780,SKU00111,1,changed_mind,2025-09-22T00:45:10,36.06
R454075374,12816,SKU00349,1,size,2025-09-24T07:26:51,103.37
R420514558,12822,SKU00152,1,defect,2025-09-16T06:57:24,59.47
R33816461,12886,SKU00208,1,size,2025-09-22T14:29:23,35.7
R167336867,12894,SKU00367,1,defect,2025-09-18T16:48:10,44.71
R403207311,12929,SKU00031,1,defect,2025-09-15T01:08:58,86.37
R686347285,12937,SKU00035,1,defect,2025-09-18T08:03:14,32.93
R662407746,12999,SKU00257,1,size,2025-09-17T06:17:51,62.29
R758111816,13006,SKU00331,1,size,2025-09-26T19:10:35,117.83
R958394180,13017,SKU00018,1,changed_mind,2025-09-23T12:32:45,74.0
R854329483,13023,SKU00309,1,size,2025-09-18T21:45:45,31.97
R304769521,13033,SKU00375,1,size,2025-09-27T11:08:58,85.42
R703448924,13065,SKU00330,1,defect,2025-09-15T01:03:06,20.2
R495811480,13071,SKU00233,1,changed_mind,2025-09-16T15:19:54,105.85
R872319599,13072,SKU00125,1,defect,2025-09-15T09:30:58,82.59
R730681476,13093,SKU00047,1,size,2025-09-21T02:50:48,95.77
R510292702,13099,SKU00040,1,size,2025-09-19T02:58:29,59.81
R802150998,13101,SKU00324,1,defect,2025-09-28T14:44:54,35.83
R488573986,13107,SKU00196,1,defect,2025-09-22T12:13:18,10.61
R239722040,13136,SKU00263,1,size,2025-09-16T18:03:50,63.97
R625729150,13185,SKU00230,1,defect,2025-09-20T18:10:00,42.46
R93380781,13222,SKU00246,1,changed_mind,2025-09-20T15:57:58,60.81
R729154424,13294,SKU00167,1,defect,2025-09-21T22:21:48,39.28
R283408141,13310,SKU00282,1,size,2025-09-25T11:30:42,12.42
R46602913,13314,SKU00357,1,changed_mind,2025-09-26T20:16:09,67.64
R263841385,13332,SKU00143,1,size,2025-09-26T19:18:26,70.26
R978029254,13366,SKU00191,1,defect,2025-09-22T13:57:25,75.58
R502702533,13384,SKU00245,1,defect,2025-09-27T09:51:07,112.98
R610748873,13411,SKU00027,1,changed_mind,2025-09-17T20:07:30,92.83
R679503249,13416,SKU00105,1,defect,2025-09-17T00:26:01,84.5
R100582975,13434,SKU00127,1,size,2025-09-23T16:15:52,50.06
R767552468,13476,SKU00131,1,defect,2025-09-17T17:57:31,25.99
R585787178,13505,SKU00311,1,defect,2025-09-25T22:34:29,75.56
R12583006,13514,SKU00007,1,changed_mind,2025-09-22T09:45:00,78.06
R96949356,13526,SKU00245,1,size,2025-09-23T10:11:23,42.17
R999877496,13536,SKU00015,1,defect,2025-09-20T07:42:00,57.66
R505517974,13549,SKU00211,1,size,2025-09-20T23:33:30,58.45
R96504900,13552,SKU00020,1,changed_mind,2025-09-16T19:32:00,94.35
R342010317,13567,SKU00341,1,changed_mind,2025-09-15T10:52:23,86.42
R31734816,13592,SKU00090,1,changed_mind,2025-09-27T21:17:36,74.97
R386513978,13598,SKU00247,1,changed_mind,2025-09-25T03:50:31,11.42
R337622592,13612,SKU00353,1,size,2025-09-23T14:04:08,61.51
R408297024,13648,SKU00193,1,size,2025-09-14T05:58:36,26.42
R153632301,13657,SKU00007,1,defect,2025-09-17T02:46:27,68.03
R483513456,13658,SKU00039,1,defect,2025-09-23T06:33:45,30.46
R839393614,13663,SKU00329,1,changed_mind,2025-09-25T17:28:55,85.79
R407012856,13691,SKU00229,1,size,2025-09-23T14:51:23,35.23
R298409276,13692,SKU00239,1,size,2025-09-15T07:30:04,85.59
R692379859,13693,SKU00306,1,size,2025-09-15T16:49:27,61.86
R227438120,13719,SKU00319,1,changed_mind,2025-09-20T19:32:00,33.24
R252783588,13723,SKU00094,1,size,2025-09-26T11:57:05,106.72
R342327458,13750,SKU00106,1,defect,2025-09-23T01:36:51,30.58
R17389263,13763,SKU00354,1,defect,2025-09-19T08:29:19,74.18
R389908175,13780,SKU00238,1,size,2025-09-27T12:09:58,34.2
R705445986,13791,SKU00113,1,changed_mind,2025-09-16T22:38:50,48.01
R350824608,13797,SKU00033,1,defect,2025-09-21T21:21:32,61.57
R432110937,13848,SKU00228,1,changed_mind,2025-09-19T23:18:14,33.21
R979835355,13942,SKU00215,1,defect,2025-09-22T20:05:38,38.56
R772439200,13949,SKU00310,1,defect,2025-09-22T16:59:43,83.61
R901715487,13964,SKU00126,1,size,2025-09-18T11:01:28,100.47
R305515557,13967,SKU00100,1,changed_mind,2025-09-25T20:01:07,36.19
R271695514,13970,SKU00119,1,defect,2025-09-24T06:06:56,64.26
R129558759,13972,SKU00033,1,defect,2025-09-23T23:42:56,76.73
R984968351,13983,SKU00297,1,size,2025-09-21T02:39:03,81.78
R307480328,13996,SKU00344,1,defect,2025-09-16T01:23:59,44.65
R733833550,14015,SKU00008,1,defect,2025-09-19T20:34:07,69.37
R103910194,14034,SKU00257,1,defect,2025-09-20T07:38:12,28.58
R724303775,14037,SKU00365,1,changed_mind,2025-09-15T12:39:08,93.08
R735567988,14038,SKU00241,1,changed_mind,2025-09-18T03:23:42,119.03
R966966664,14059,SKU00312,1,size,2025-09-18T12:54:33,75.11
R881612221,14072,SKU00349,1,changed_mind,2025-09-13T21:30:11,80.74
R444815824,14096,SKU00016,1,defect,2025-09-17T00:52:12,29.12
R825789246,14097,SKU00314,1,size,2025-09-20T02:07:44,54.07
R553822432,14100,SKU00003,1,defect,2025-09-23T06:53:11,63.26
R144342818,14140,SKU00024,1,defect,2025-09-22T14:16:49,92.67
R622134603,14168,SKU00215,1,defect,2025-09-17T12:36:11,96.2
R904512138,14178,SKU00107,1,defect,2025-09-24T21:58:17,18.51
R158343452,14201,SKU00052,1,size,2025-09-17T09:37:15,30.22
R582675931,14205,SKU00333,1,changed_mind,2025-09-17T15:00:37,39.43
R254494491,14223,SKU00054,1,changed_mind,2025-09-15T12:42:24,90.14
R133031640,14262,SKU00114,1,size,2025-09-24T01:42:48,98.9
R800763820,14268,SKU00272,1,changed_mind,2025-09-26T08:12:54,85.33
R464178004,14297,SKU00116,1,size,2025-09-22T02:28:40,50.21
R178655970,14308,SKU00018,1,size,2025-09-18T08:47:24,62.22
R609208369,14311,SKU00196,1,changed_mind,2025-09-24T03:42:29,47.08
R397576827,14329,SKU00041,1,size,2025-09-18T00:51:00,20.92
R792480691,14331,SKU00272,1,changed_mind,2025-09-21T14:35:04,16.35
R760886468,14369,SKU00006,1,size,2025-09-21T02:05:03,43.89
R492924335,14391,SKU00236,1,defect,2025-09-25T06:56:30,83.81
R873756984,14421,SKU00027,1,changed_mind,2025-09-14T15:57:00,28.83
R472919902,14468,SKU00335,1,changed_mind,2025-09-18T12:36:29,93.98
R835220655,14475,SKU00216,1,size,2025-09-23T01:01:06,21.8
R121155363,14490,SKU00192,1,defect,2025-09-24T16:00:26,29.66
R513927132,14491,SKU00167,1,defect,2025-09-19T16:11:28,99.23
R760495150,14493,SKU00087,1,defect,2025-09-19T00:27:06,96.01
R55043282,14520,SKU00227,1,defect,2025-09-13T11:29:23,83.15
R837831639,14529,SKU00200,1,changed_mind,2025-09-24T22:43:51,14.09
R446395162,14549,SKU00232,1,defect,2025-09-23T04:46:05,114.9
R972124937,14555,SKU00294,1,size,2025-09-21T08:43:53,70.2
R148399753,14620,SKU00139,1,defect,2025-09-17T21:01:38,66.17
R277359862,14625,SKU00273,1,size,2025-09-23T10:35:27,40.09
R177577016,14659,SKU00317,1,size,2025-09-17T13:57:26,16.72
R610154326,14704,SKU00341,1,changed_mind,2025-09-12T22:49:42,109.74
R290619439,14709,SKU00361,1,size,2025-09-16T13:25:08,15.6
R914853833,14710,SKU00302,1,changed_mind,2025-09-25T22:27:20,69.45
R561543760,14757,SKU00085,1,changed_mind,2025-09-15T13:54:59,57.22
R561725693,14770,SKU00007,1,size,2025-09-12T20:41:16,80.48
